"id","dob","gender"
"ca.m.253",1960-05-13,"male"
"ca.m.2533",1921-08-28,"male"
"ca.m.2534",1979-08-03,"male"
"ca.m.254",1912-04-18,"male"
"ca.m.2547",1924-06-07,"male"
"ca.m.255",1957-06-06,"male"
"ca.m.2558",1879-06-28,"male"
"ca.m.2559",1887-05-21,"male"
"ca.m.256",1979-05-20,"male"
"ca.m.2563",1852-07-24,"male"
"ca.m.2564",1931-03-16,"male"
"ca.m.2567",1873-02-09,"male"
"ca.m.257",1943-09-15,"male"
"ca.m.2570",1940-07-12,"male"
"ca.m.2571",1871-11-16,"male"
"ca.m.2574",1883-02-28,"male"
"ca.m.2576",1927-05-19,"male"
"ca.m.2579",1883-07-26,"male"
"ca.m.2582",1899-02-12,"male"
"ca.m.2584",1957-01-02,"male"
"ca.m.2587",1884-08-21,"male"
"ca.m.259",1955-03-16,"male"
"ca.m.2590",1847-07-11,"male"
"ca.m.2591",1855-01-01,"male"
"ca.m.2596",1843-12-24,"male"
"ca.m.2597",1927-01-20,"male"
"ca.m.2598",1825-02-24,"male"
"ca.m.2599",1947-04-23,"female"
"ca.m.260",1944-12-16,"female"
"ca.m.2601",1911-12-22,"male"
"ca.m.2604",1942-04-15,"male"
"ca.m.261",1955-03-11,"male"
"ca.m.2613",1923-05-02,"male"
"ca.m.2617",1930-01-08,"male"
"ca.m.262",1966-06-11,"male"
"ca.m.2623",1873-09-15,"male"
"ca.m.2625",1889-07-27,"male"
"ca.m.2626",1874-01-29,"male"
"ca.m.2627",1920-06-24,"male"
"ca.m.2629",1873-01-18,"male"
"ca.m.2631",1900-08-07,"male"
"ca.m.2632",1923-02-13,"male"
"ca.m.2637",1928-04-10,"male"
"ca.m.264",1958-03-08,"male"
"ca.m.2640",1863-06-27,"male"
"ca.m.265",1969-08-12,"male"
"ca.m.2651",1844-07-21,"male"
"ca.m.2655",1873-06-30,"male"
"ca.m.2658",1938-03-22,"male"
"ca.m.2659",1934-08-26,"male"
"ca.m.266",1945-12-12,"female"
"ca.m.2661",1880-10-12,"male"
"ca.m.2663",1823-03-15,"male"
"ca.m.2664",1954-12-22,"male"
"ca.m.2665",1883-06-04,"male"
"ca.m.2667",1918-08-28,"male"
"ca.m.2675",1873-10-27,"male"
"ca.m.2677",1947-11-22,"male"
"ca.m.2678",1933-09-08,"male"
"ca.m.268",1947-02-20,"female"
"ca.m.2680",1882-12-25,"male"
"ca.m.2683",1901-07-30,"male"
"ca.m.2684",1970-08-25,"male"
"ca.m.2686",1898-03-09,"male"
"ca.m.2689",1863-06-14,"male"
"ca.m.269",1958-09-17,"male"
"ca.m.2691",1922-07-07,"male"
"ca.m.2693",1941-09-16,"male"
"ca.m.2694",1943-11-18,"male"
"ca.m.2697",1869-12-15,"male"
"ca.m.2698",1945-06-02,"male"
"ca.m.2699",1933-07-03,"male"
"ca.m.27",1960-06-01,"male"
"ca.m.270",1958-11-03,"male"
"ca.m.2702",1922-07-06,"male"
"ca.m.2703",1974-01-03,"male"
"ca.m.2704",1917-07-17,"male"
"ca.m.2706",1942-10-01,"male"
"ca.m.2708",1895-10-10,"male"
"ca.m.271",1969-11-16,"female"
"ca.m.2710",1829-02-03,"male"
"ca.m.2713",1904-09-28,"male"
"ca.m.2717",1896-09-11,"male"
"ca.m.2719",1862-12-08,"male"
"ca.m.272",1952-11-10,"male"
"ca.m.2721",1891-09-27,"male"
"ca.m.2722",1891-02-15,"male"
"ca.m.2725",1953-03-07,"male"
"ca.m.2728",1949-03-30,"female"
"ca.m.273",1950-05-27,"male"
"ca.m.2732",1897-12-11,"male"
"ca.m.2733",1973-05-21,"male"
"ca.m.2737",1897-01-27,"male"
"ca.m.274",1942-05-10,"male"
"ca.m.2741",1950-01-19,"male"
"ca.m.2744",1848-03-26,"male"
"ca.m.2745",1855-09-21,"male"
"ca.m.2746",1938-04-17,"male"
"ca.m.2749",1852-10-12,"male"
"ca.m.2756",1892-06-02,"male"
"ca.m.2759",1924-03-25,"male"
"ca.m.276",1956-01-06,"male"
"ca.m.2762",1940-03-03,"male"
"ca.m.2763",1944-08-05,"male"
"ca.m.2765",1910-08-18,"male"
"ca.m.277",1957-02-25,"male"
"ca.m.2771",1955-04-02,"male"
"ca.m.2773",1951-05-25,"male"
"ca.m.2775",1953-02-08,"male"
"ca.m.2779",1893-09-27,"male"
"ca.m.278",1966-05-02,"female"
"ca.m.2780",1937-05-08,"male"
"ca.m.2784",1861-11-19,"male"
"ca.m.2786",1843-05-17,"male"
"ca.m.2789",1941-10-09,"male"
"ca.m.279",1948-05-10,"male"
"ca.m.2790",1928-05-22,"male"
"ca.m.2792",1929-12-30,"male"
"ca.m.2797",1936-12-14,"male"
"ca.m.2799",1928-04-17,"male"
"ca.m.28",1965-05-19,"male"
"ca.m.280",1946-05-28,"male"
"ca.m.2800",1891-12-05,"female"
"ca.m.2801",1880-10-13,"male"
"ca.m.2805",1889-10-31,"male"
"ca.m.2809",1859-02-21,"male"
"ca.m.281",1954-10-04,"male"
"ca.m.2815",1879-08-15,"male"
"ca.m.2816",1814-12-11,"male"
"ca.m.282",1947-01-01,"female"
"ca.m.2820",1951-04-18,"male"
"ca.m.2821",1812-11-10,"male"
"ca.m.2822",1901-02-23,"male"
"ca.m.2824",1853-01-08,"male"
"ca.m.2829",1963-09-25,"male"
"ca.m.283",1959-09-29,"male"
"ca.m.2830",1922-12-28,"male"
"ca.m.2831",1965-12-30,"male"
"ca.m.2832",1888-03-20,"male"
"ca.m.2834",1915-08-08,"male"
"ca.m.2836",1853-09-01,"male"
"ca.m.2839",1834-07-29,"male"
"ca.m.284",1936-04-23,"male"
"ca.m.2840",1866-11-12,"male"
"ca.m.2841",1943-04-30,"male"
"ca.m.2842",1914-09-17,"male"
"ca.m.2843",1877-03-02,"male"
"ca.m.2848",1865-11-08,"male"
"ca.m.2849",1859-10-17,"male"
"ca.m.285",1947-03-28,"male"
"ca.m.2853",1931-11-21,"male"
"ca.m.2854",1856-04-06,"male"
"ca.m.2855",1909-02-20,"male"
"ca.m.2856",1924-02-03,"male"
"ca.m.286",1941-03-19,"male"
"ca.m.2860",1944-04-14,"male"
"ca.m.2864",1926-10-11,"male"
"ca.m.2867",1856-07-06,"male"
"ca.m.287",1952-09-10,"male"
"ca.m.2871",1901-03-18,"male"
"ca.m.2873",1876-05-18,"male"
"ca.m.2874",1922-03-05,"male"
"ca.m.288",1943-04-02,"male"
"ca.m.2881",1861-01-10,"male"
"ca.m.2882",1859-01-01,"male"
"ca.m.2888",1953-05-16,"female"
"ca.m.2895",1936-04-24,"male"
"ca.m.29",1969-06-04,"male"
"ca.m.290",1974-05-15,"male"
"ca.m.2900",1840-03-31,"male"
"ca.m.2901",1935-05-26,"female"
"ca.m.2905",1931-02-15,"male"
"ca.m.2907",1835-08-23,"male"
"ca.m.291",1955-08-06,"male"
"ca.m.2910",1837-09-27,"male"
"ca.m.2912",1933-01-19,"male"
"ca.m.2913",1966-08-07,"male"
"ca.m.2914",1902-05-06,"male"
"ca.m.2918",1898-08-23,"male"
"ca.m.2920",1913-02-17,"male"
"ca.m.2921",1881-06-19,"male"
"ca.m.2923",1978-01-29,"male"
"ca.m.2925",1928-03-19,"male"
"ca.m.2929",1835-09-08,"male"
"ca.m.2934",1946-04-26,"male"
"ca.m.2937",1922-03-13,"male"
"ca.m.2939",1903-09-14,"male"
"ca.m.294",1957-01-29,"male"
"ca.m.2940",1932-08-29,"male"
"ca.m.2942",1871-01-21,"male"
"ca.m.2944",1947-03-10,"male"
"ca.m.2947",1864-08-28,"male"
"ca.m.295",1963-04-18,"male"
"ca.m.2950",1857-02-15,"male"
"ca.m.2955",1860-09-15,"male"
"ca.m.2959",1927-06-17,"male"
"ca.m.296",NA,"male"
"ca.m.2964",1856-10-07,"male"
"ca.m.2967",1853-08-13,"male"
"ca.m.2968",1921-10-06,"male"
"ca.m.297",1956-04-13,"male"
"ca.m.2971",1836-08-03,"male"
"ca.m.2972",1890-05-06,"male"
"ca.m.2975",1947-07-23,"male"
"ca.m.298",1947-09-21,"male"
"ca.m.2982",1899-08-26,"male"
"ca.m.2985",1843-09-21,"male"
"ca.m.2986",1874-10-01,"male"
"ca.m.2989",1930-07-30,"male"
"ca.m.299",1950-02-09,"male"
"ca.m.2992",1907-01-20,"male"
"ca.m.2993",1941-02-18,"male"
"ca.m.2994",1882-09-08,"male"
"ca.m.2995",1938-06-13,"male"
"ca.m.2996",1879-03-12,"male"
"ca.m.3",1936-09-26,"male"
"ca.m.30",1951-06-19,"male"
"ca.m.300",1950-05-07,"male"
"ca.m.3000",1924-02-24,"male"
"ca.m.3001",1912-05-26,"male"
"ca.m.3003",1845-06-19,"male"
"ca.m.301",1951-08-10,"female"
"ca.m.3010",1922-01-02,"male"
"ca.m.3011",1921-02-13,"male"
"ca.m.3012",1894-12-04,"male"
"ca.m.3017",1942-12-01,"male"
"ca.m.3018",1834-02-14,"male"
"ca.m.302",1971-03-25,"male"
"ca.m.3021",1949-02-14,"male"
"ca.m.3023",1926-12-04,"male"
"ca.m.3025",1918-09-27,"male"
"ca.m.3027",1925-10-06,"male"
"ca.m.3028",1941-11-14,"male"
"ca.m.303",1916-01-26,"male"
"ca.m.3032",1828-08-05,"male"
"ca.m.3033",1948-09-03,"male"
"ca.m.3034",1925-09-21,"male"
"ca.m.304",1952-07-14,"male"
"ca.m.3041",1868-02-06,"male"
"ca.m.3043",1860-06-02,"male"
"ca.m.3045",1948-04-02,"male"
"ca.m.3046",1884-05-22,"male"
"ca.m.3049",1881-12-31,"male"
"ca.m.305",1946-12-31,"male"
"ca.m.3053",1881-12-21,"male"
"ca.m.3054",1875-02-25,"male"
"ca.m.306",1960-11-10,"male"
"ca.m.3063",1849-03-03,"male"
"ca.m.3067",1878-02-28,"male"
"ca.m.3068",1895-04-29,"male"
"ca.m.307",1953-03-24,"female"
"ca.m.3071",1932-01-18,"male"
"ca.m.3075",1909-05-08,"male"
"ca.m.3078",1927-07-16,"male"
"ca.m.308",1956-12-31,"male"
"ca.m.3080",1871-09-30,"male"
"ca.m.3081",1891-01-09,"male"
"ca.m.3087",1894-06-06,"male"
"ca.m.3091",1856-05-12,"male"
"ca.m.3092",1935-11-29,"male"
"ca.m.3094",1957-12-21,"male"
"ca.m.3097",1945-06-05,"male"
"ca.m.3099",1927-06-23,"male"
"ca.m.31",1954-01-05,"male"
"ca.m.3100",1874-06-03,"male"
"ca.m.3102",1949-04-18,"male"
"ca.m.3104",1888-10-28,"female"
"ca.m.3107",1854-03-22,"male"
"ca.m.3108",1915-05-30,"male"
"ca.m.3112",1849-05-11,"male"
"ca.m.3116",1857-05-21,"male"
"ca.m.312",1850-12-22,"male"
"ca.m.3121",1942-07-07,"male"
"ca.m.3122",1881-11-04,"male"
"ca.m.3127",1946-04-15,"male"
"ca.m.313",1905-05-10,"male"
"ca.m.3132",1948-02-21,"male"
"ca.m.3136",1885-09-30,"male"
"ca.m.3138",1845-10-01,"male"
"ca.m.3139",1966-11-08,"male"
"ca.m.3141",1852-12-22,"male"
"ca.m.3145",1932-04-22,"male"
"ca.m.3148",1887-03-16,"male"
"ca.m.3149",1933-03-23,"male"
"ca.m.3150",1859-11-01,"male"
"ca.m.3155",1901-08-06,"male"
"ca.m.316",1891-08-31,"male"
"ca.m.3160",1937-08-16,"male"
"ca.m.3164",1942-01-19,"male"
"ca.m.3165",1937-07-10,"male"
"ca.m.3166",1895-07-13,"male"
"ca.m.3167",1857-12-16,"male"
"ca.m.317",1914-05-15,"male"
"ca.m.3171",1906-01-27,"male"
"ca.m.3175",1955-08-19,"female"
"ca.m.318",1922-05-30,"male"
"ca.m.3182",1867-07-18,"male"
"ca.m.3186",1937-07-24,"male"
"ca.m.3187",1926-06-18,"male"
"ca.m.3189",1917-11-28,"male"
"ca.m.319",1837-02-05,"male"
"ca.m.3193",1931-11-09,"male"
"ca.m.3194",1891-03-06,"male"
"ca.m.3196",1859-04-13,"male"
"ca.m.3200",1852-11-18,"male"
"ca.m.3204",1935-01-07,"male"
"ca.m.3205",1937-01-05,"male"
"ca.m.3207",1868-09-11,"male"
"ca.m.3208",1923-01-11,"male"
"ca.m.3212",1895-09-18,"male"
"ca.m.3217",1960-04-10,"female"
"ca.m.3219",1874-06-11,"male"
"ca.m.322",1925-06-18,"male"
"ca.m.3220",1874-02-13,"male"
"ca.m.3221",1964-10-21,"male"
"ca.m.3226",1915-08-20,"male"
"ca.m.3228",1857-09-05,"male"
"ca.m.3229",1949-04-08,"female"
"ca.m.3233",1873-02-03,"male"
"ca.m.3234",1897-07-10,"male"
"ca.m.3236",1898-03-26,"male"
"ca.m.3239",1927-03-22,"male"
"ca.m.3242",1944-01-06,"male"
"ca.m.3243",1886-04-24,"male"
"ca.m.3246",1959-06-04,"male"
"ca.m.3249",1882-01-10,"male"
"ca.m.3251",1940-10-19,"male"
"ca.m.3252",1934-12-01,"male"
"ca.m.3253",1929-09-13,"male"
"ca.m.3255",1922-11-02,"male"
"ca.m.3257",1928-03-12,"female"
"ca.m.3259",1938-03-23,"male"
"ca.m.3265",1902-04-29,"male"
"ca.m.3267",1911-02-12,"male"
"ca.m.3269",1878-07-30,"male"
"ca.m.327",1911-07-16,"male"
"ca.m.3270",1843-02-07,"male"
"ca.m.3272",1865-04-26,"male"
"ca.m.3273",1855-03-16,"male"
"ca.m.3281",1942-10-11,"female"
"ca.m.3284",1895-08-21,"male"
"ca.m.3288",1943-02-27,"male"
"ca.m.329",1861-06-23,"male"
"ca.m.3291",1944-03-13,"male"
"ca.m.3293",1867-11-01,"male"
"ca.m.33",1934-12-30,"male"
"ca.m.330",1934-06-15,"male"
"ca.m.3301",1882-06-03,"male"
"ca.m.3303",1907-01-26,"male"
"ca.m.3306",1922-03-28,"male"
"ca.m.3307",1847-11-03,"male"
"ca.m.3309",1871-11-21,"male"
"ca.m.3312",1875-02-17,"male"
"ca.m.3313",1896-05-01,"male"
"ca.m.3315",1936-07-16,"male"
"ca.m.3318",1867-08-06,"male"
"ca.m.3319",1936-12-16,"male"
"ca.m.3322",1878-11-16,"male"
"ca.m.3325",1940-11-14,"male"
"ca.m.3327",1916-08-07,"male"
"ca.m.3329",1885-04-20,"male"
"ca.m.333",1934-01-16,"female"
"ca.m.3330",1879-02-17,"male"
"ca.m.3337",1951-01-15,"male"
"ca.m.3339",1938-06-26,"male"
"ca.m.3344",1956-05-04,"male"
"ca.m.3346",1924-07-11,"male"
"ca.m.3352",1903-08-31,"male"
"ca.m.3353",1845-05-04,"male"
"ca.m.3355",1937-09-09,"female"
"ca.m.3356",1924-04-05,"male"
"ca.m.3357",1866-09-16,"male"
"ca.m.3358",1949-08-30,"male"
"ca.m.3359",1854-07-14,"male"
"ca.m.3360",1906-02-24,"male"
"ca.m.3362",1852-01-04,"male"
"ca.m.3363",1939-02-03,"male"
"ca.m.3364",1950-06-01,"male"
"ca.m.3366",1924-11-28,"male"
"ca.m.3369",1906-05-03,"male"
"ca.m.3371",1940-08-04,"male"
"ca.m.3377",1953-05-17,"male"
"ca.m.3383",1938-06-19,"female"
"ca.m.3384",1903-09-23,"male"
"ca.m.3387",1866-03-02,"male"
"ca.m.3390",1898-05-02,"male"
"ca.m.3394",1921-07-22,"male"
"ca.m.3396",1870-06-25,"male"
"ca.m.3397",1882-02-12,"male"
"ca.m.3399",1823-01-29,"male"
"ca.m.34",1912-07-07,"male"
"ca.m.3400",1919-05-14,"female"
"ca.m.3402",1958-11-19,"male"
"ca.m.3404",1878-08-31,"male"
"ca.m.3409",1879-12-03,"male"
"ca.m.341",1843-07-22,"male"
"ca.m.3410",1948-01-13,"male"
"ca.m.3411",1874-12-14,"male"
"ca.m.3413",1867-05-06,"male"
"ca.m.3415",1946-07-28,"female"
"ca.m.3416",1887-02-17,"male"
"ca.m.3418",1934-12-02,"male"
"ca.m.3419",1904-05-29,"male"
"ca.m.3420",1947-09-30,"male"
"ca.m.3421",1834-01-29,"male"
"ca.m.3425",1946-10-03,"female"
"ca.m.3429",1836-10-10,"male"
"ca.m.343",1964-09-22,"male"
"ca.m.3436",1864-09-01,"male"
"ca.m.3439",1939-10-06,"male"
"ca.m.344",1931-03-14,"male"
"ca.m.3444",1837-09-24,"male"
"ca.m.3446",1820-07-12,"male"
"ca.m.3449",1865-04-11,"male"
"ca.m.3451",1839-04-10,"male"
"ca.m.3454",1936-03-21,"male"
"ca.m.3455",1950-03-14,"male"
"ca.m.3456",1901-09-11,"male"
"ca.m.3465",1939-03-01,"female"
"ca.m.3466",1860-12-01,"male"
"ca.m.3467",1894-05-13,"male"
"ca.m.3470",1922-01-21,"male"
"ca.m.3471",1851-10-23,"male"
"ca.m.3472",1926-12-24,"male"
"ca.m.3474",1926-01-03,"male"
"ca.m.3478",1869-06-06,"male"
"ca.m.3479",1932-03-29,"male"
"ca.m.3482",1936-04-17,"male"
"ca.m.3486",1913-03-08,"male"
"ca.m.3489",1907-06-18,"male"
"ca.m.3490",1923-02-15,"male"
"ca.m.3491",1927-01-15,"male"
"ca.m.3495",1926-10-19,"male"
"ca.m.35",1942-11-20,"male"
"ca.m.350",1844-12-08,"male"
"ca.m.3500",1942-02-03,"male"
"ca.m.3501",1867-02-07,"male"
"ca.m.3502",1912-10-10,"male"
"ca.m.3508",1842-11-02,"male"
"ca.m.3509",1873-06-26,"male"
"ca.m.3511",1928-12-29,"male"
"ca.m.3515",1851-01-15,"male"
"ca.m.3516",1895-11-14,"male"
"ca.m.3517",1883-05-07,"male"
"ca.m.3518",1946-03-11,"male"
"ca.m.3523",1964-10-24,"male"
"ca.m.3524",1865-05-02,"male"
"ca.m.3525",1916-10-29,"male"
"ca.m.3528",1829-06-29,"male"
"ca.m.353",1876-03-19,"male"
"ca.m.3532",1944-06-29,"male"
"ca.m.3535",1859-01-07,"male"
"ca.m.3537",1868-10-09,"male"
"ca.m.3538",1912-09-28,"male"
"ca.m.3540",1880-08-24,"male"
"ca.m.3545",1906-11-09,"male"
"ca.m.3547",1836-12-11,"male"
"ca.m.3549",1841-11-20,"male"
"ca.m.3550",1888-09-07,"male"
"ca.m.3553",1946-07-19,"male"
"ca.m.3556",1910-07-09,"male"
"ca.m.3557",1868-07-09,"male"
"ca.m.3563",1858-05-07,"male"
"ca.m.3565",1859-07-10,"male"
"ca.m.3568",1928-12-24,"male"
"ca.m.3569",1863-12-04,"male"
"ca.m.3571",1851-07-12,"male"
"ca.m.3572",1865-05-25,"male"
"ca.m.3574",1956-01-01,"male"
"ca.m.3576",1854-01-14,"male"
"ca.m.3577",1866-04-04,"male"
"ca.m.3586",1862-07-12,"male"
"ca.m.359",1843-01-19,"male"
"ca.m.3595",1865-12-31,"male"
"ca.m.3597",1923-01-28,"male"
"ca.m.36",1952-08-18,"female"
"ca.m.360",1936-04-10,"male"
"ca.m.3600",1949-09-06,"female"
"ca.m.3601",1815-12-22,"male"
"ca.m.3602",1918-01-01,"male"
"ca.m.3603",1847-09-06,"male"
"ca.m.3608",1956-05-26,"male"
"ca.m.361",1854-01-06,"male"
"ca.m.3613",1971-06-23,"male"
"ca.m.3614",1944-01-20,"male"
"ca.m.3617",1912-01-26,"male"
"ca.m.3619",1845-05-20,"male"
"ca.m.3621",1883-07-27,"male"
"ca.m.3623",1866-07-14,"male"
"ca.m.3628",1896-07-04,"male"
"ca.m.3629",1886-03-27,"male"
"ca.m.3633",1913-02-15,"male"
"ca.m.3634",1865-09-14,"male"
"ca.m.3636",1879-10-10,"male"
"ca.m.3638",1930-06-17,"male"
"ca.m.3643",1883-01-03,"male"
"ca.m.3646",1835-02-14,"male"
"ca.m.3648",1941-05-19,"female"
"ca.m.3649",1963-11-19,"male"
"ca.m.365",1878-04-14,"male"
"ca.m.3650",1873-08-10,"male"
"ca.m.3652",1883-12-15,"male"
"ca.m.3655",1925-08-02,"male"
"ca.m.3656",1957-08-23,"male"
"ca.m.3658",1965-01-01,"male"
"ca.m.366",1912-05-18,"male"
"ca.m.3664",1925-02-25,"male"
"ca.m.3668",1824-12-20,"male"
"ca.m.367",1841-04-17,"male"
"ca.m.3672",1887-01-30,"male"
"ca.m.3673",1855-05-05,"male"
"ca.m.3674",1872-10-19,"male"
"ca.m.368",1895-11-06,"male"
"ca.m.3681",1943-01-01,"female"
"ca.m.3682",1936-09-11,"male"
"ca.m.3683",1927-05-02,"male"
"ca.m.3686",1898-10-03,"male"
"ca.m.369",1882-06-24,"male"
"ca.m.3691",1869-09-12,"male"
"ca.m.3693",1949-01-20,"male"
"ca.m.3694",1873-09-17,"male"
"ca.m.3697",1868-05-08,"male"
"ca.m.37",1949-06-20,"male"
"ca.m.370",1934-03-14,"male"
"ca.m.3700",1836-11-14,"male"
"ca.m.3702",1854-12-07,"male"
"ca.m.3704",1908-12-31,"male"
"ca.m.3709",1952-04-07,"male"
"ca.m.3710",1895-05-13,"male"
"ca.m.3711",1877-06-10,"male"
"ca.m.3713",1927-03-04,"male"
"ca.m.3714",1852-02-17,"male"
"ca.m.3715",1946-07-20,"male"
"ca.m.3716",1865-08-12,"male"
"ca.m.3718",1858-10-31,"male"
"ca.m.3723",1916-04-28,"male"
"ca.m.3725",1893-03-19,"male"
"ca.m.3726",1855-05-08,"male"
"ca.m.3727",1879-12-15,"male"
"ca.m.3730",1927-07-09,"male"
"ca.m.3732",1892-03-02,"male"
"ca.m.3736",1955-11-11,"male"
"ca.m.3737",1918-03-30,"male"
"ca.m.3739",1944-12-05,"male"
"ca.m.3740",1876-07-08,"male"
"ca.m.3744",1843-04-02,"male"
"ca.m.3746",1908-07-29,"male"
"ca.m.3750",1940-02-19,"male"
"ca.m.3751",1947-05-04,"male"
"ca.m.3754",1868-11-10,"male"
"ca.m.3757",1846-07-13,"male"
"ca.m.3758",1883-11-06,"male"
"ca.m.376",1884-12-02,"male"
"ca.m.3768",1864-10-06,"male"
"ca.m.3769",1928-03-07,"male"
"ca.m.3771",1954-01-10,"male"
"ca.m.3773",1883-08-03,"male"
"ca.m.3774",1928-08-14,"male"
"ca.m.3778",1833-09-21,"male"
"ca.m.3779",1876-08-23,"male"
"ca.m.378",1940-09-17,"male"
"ca.m.3780",1865-01-01,"male"
"ca.m.3785",1854-12-20,"male"
"ca.m.3787",1930-08-22,"male"
"ca.m.3788",1909-11-22,"male"
"ca.m.3789",1839-06-21,"male"
"ca.m.3792",1939-09-01,"male"
"ca.m.3794",1880-10-16,"male"
"ca.m.3795",1864-03-02,"male"
"ca.m.3796",1930-02-01,"male"
"ca.m.3798",1950-06-05,"female"
"ca.m.3799",1856-11-12,"male"
"ca.m.38",1943-03-30,"male"
"ca.m.3801",1929-04-01,"male"
"ca.m.3803",1906-03-07,"male"
"ca.m.3805",1922-08-15,"male"
"ca.m.3807",1873-02-04,"male"
"ca.m.381",1910-02-18,"male"
"ca.m.3810",1935-08-07,"male"
"ca.m.3816",1929-11-24,"male"
"ca.m.3817",1829-05-07,"male"
"ca.m.3819",1842-04-12,"male"
"ca.m.382",1906-05-06,"male"
"ca.m.3820",1939-10-08,"female"
"ca.m.3822",1882-12-18,"male"
"ca.m.3823",1868-05-18,"male"
"ca.m.383",1890-05-15,"male"
"ca.m.3831",1936-04-19,"male"
"ca.m.3832",1911-10-29,"male"
"ca.m.3838",1876-09-24,"male"
"ca.m.3839",1888-10-06,"male"
"ca.m.3845",1949-11-27,"male"
"ca.m.3849",1965-01-28,"male"
"ca.m.3851",1832-01-01,"male"
"ca.m.386",1872-06-12,"male"
"ca.m.3860",1920-11-14,"male"
"ca.m.3862",1939-08-04,"male"
"ca.m.3864",1926-02-06,"male"
"ca.m.3866",1958-09-13,"male"
"ca.m.3867",1848-11-24,"male"
"ca.m.3870",1941-02-12,"male"
"ca.m.3871",1897-03-18,"male"
"ca.m.3872",1894-03-09,"male"
"ca.m.3874",1941-12-21,"male"
"ca.m.3882",1948-05-18,"male"
"ca.m.3885",1870-12-10,"male"
"ca.m.389",1933-03-22,"male"
"ca.m.3892",1864-12-14,"male"
"ca.m.3895",1915-06-14,"male"
"ca.m.3899",1946-04-15,"male"
"ca.m.39",1899-06-09,"male"
"ca.m.3901",1853-12-07,"male"
"ca.m.3902",NA,"male"
"ca.m.3905",1939-06-05,"male"
"ca.m.3909",1859-05-28,"male"
"ca.m.3910",1870-08-28,"male"
"ca.m.3915",1892-01-24,"male"
"ca.m.3920",1915-08-27,"male"
"ca.m.3925",1942-06-10,"male"
"ca.m.3926",1838-03-18,"male"
"ca.m.3928",1891-10-21,"male"
"ca.m.393",1872-10-29,"male"
"ca.m.3930",1946-04-28,"male"
"ca.m.3932",1845-04-03,"male"
"ca.m.3933",1909-06-02,"male"
"ca.m.3937",1841-12-28,"male"
"ca.m.3938",1944-07-20,"male"
"ca.m.3940",1864-07-28,"male"
"ca.m.3942",1892-11-30,"male"
"ca.m.3943",1937-08-23,"male"
"ca.m.3948",1899-01-11,"male"
"ca.m.3949",1952-07-01,"female"
"ca.m.395",1966-12-22,"male"
"ca.m.3955",1921-01-01,"male"
"ca.m.396",1949-10-15,"male"
"ca.m.3961",1922-02-20,"male"
"ca.m.3964",NA,"male"
"ca.m.397",1969-10-24,"male"
"ca.m.3973",1845-11-20,"male"
"ca.m.3975",1900-04-19,"male"
"ca.m.3976",1917-09-03,"male"
"ca.m.3979",1907-01-18,"male"
"ca.m.398",1960-11-20,"male"
"ca.m.3980",1908-05-28,"male"
"ca.m.3981",1945-09-01,"female"
"ca.m.3984",1942-09-13,"male"
"ca.m.3985",1943-09-20,"male"
"ca.m.399",1943-12-21,"male"
"ca.m.3997",1882-06-02,"male"
"ca.m.3998",1924-08-08,"male"
"ca.m.4",1925-04-29,"male"
"ca.m.400",1945-01-24,"male"
"ca.m.4002",1869-02-23,"male"
"ca.m.4003",1916-04-22,"male"
"ca.m.4004",1858-01-17,"male"
"ca.m.4005",1919-12-22,"male"
"ca.m.4007",1909-12-25,"male"
"ca.m.401",1969-05-26,"male"
"ca.m.4014",1881-08-27,"male"
"ca.m.4018",1935-07-11,"female"
"ca.m.402",1941-07-07,"female"
"ca.m.4021",1896-05-30,"male"
"ca.m.4022",1937-11-07,"male"
"ca.m.4023",1887-12-11,"male"
"ca.m.4024",1936-01-02,"male"
"ca.m.4026",1885-09-27,"male"
"ca.m.4028",1942-03-12,"male"
"ca.m.4029",1853-11-05,"male"
"ca.m.403",1954-10-25,"female"
"ca.m.4032",1866-09-25,"male"
"ca.m.4033",1962-01-08,"male"
"ca.m.4037",1893-11-12,"male"
"ca.m.404",1963-01-18,"male"
"ca.m.4042",1872-04-10,"male"
"ca.m.405",1953-03-27,"male"
"ca.m.4051",1942-01-10,"male"
"ca.m.4052",1901-08-24,"male"
"ca.m.4059",1849-02-21,"male"
"ca.m.406",1943-04-01,"female"
"ca.m.4061",1932-07-03,"male"
"ca.m.4062",1849-07-17,"male"
"ca.m.4064",1908-02-15,"male"
"ca.m.4065",1927-09-03,"male"
"ca.m.407",1948-07-06,"male"
"ca.m.4070",1852-04-05,"male"
"ca.m.4072",1868-02-16,"male"
"ca.m.4073",1919-08-21,"male"
"ca.m.4074",1865-08-27,"male"
"ca.m.4075",1933-02-04,"male"
"ca.m.4077",1878-12-03,"male"
"ca.m.4079",1905-09-11,"male"
"ca.m.408",1965-04-08,"male"
"ca.m.4080",1949-07-31,"male"
"ca.m.4082",1915-07-28,"male"
"ca.m.4085",1889-01-22,"male"
"ca.m.4086",1872-11-30,"male"
"ca.m.4089",1891-12-24,"male"
"ca.m.409",1962-12-18,"female"
"ca.m.4091",1889-12-06,"male"
"ca.m.4092",1942-02-13,"male"
"ca.m.4094",1895-07-05,"male"
"ca.m.4095",1897-02-03,"male"
"ca.m.4097",1860-01-21,"male"
"ca.m.41",1949-11-14,"female"
"ca.m.410",1978-05-26,"male"
